topic,link,domain,published_date,title,lang,cleaned_title,sentiment_score,sentiment
BUSINESS,https://www.globenewswire.com/news-release/2020/08/14/2078613/0/en/Crop-Protection-Chemicals-Market-Worth-USD-73-94-Billion-Forecast-2027-Industry-Giants-Such-as-BASF-and-Bayer-to-Double-Down-Investments-in-R-D-Activities-Says-Fortune-Business-Ins.html,globenewswire.com,2020-08-14 12:21:00,"Crop Protection Chemicals Market Worth USD 73.94 Billion Forecast 2027; Industry Giants Such as BASF and Bayer to Double Down Investments in R&D Activities, Says Fortune Business Insights™",en,crop protection chemicals market worth usd 7394 billion forecast 2027 industry giants such as basf and bayer to double down investments in rd activities says fortune business insights,0.2263,Positive
BUSINESS,https://www.reuters.com/article/us-global-oil-majors/oil-giants-production-cuts-come-to-1-million-bpd-as-they-post-massive-writedowns-idUSKCN255063,reuters.com,2020-08-09 05:17:00,Oil giants' production cuts come to 1 million bpd as they post massive writedowns,en,oil giants production cuts come to 1 million bpd as they post massive writedowns,-0.296,Negative
BUSINESS,https://www.express-journal.com/long-radar-system-market-170771/,express-journal.com,2020-08-16 06:51:10,"Long Radar System Market Research Key Players, Industry Overview, Supply Chain and Analysis to 2020 - 2026",en,long radar system market research key players industry overview supply chain and analysis to 2020  2026,0.0,Neutral
BUSINESS,https://www.actionforex.com/action-insight/market-overview/319008-sterling-firms-up-in-subdued-trading-dollar-yawns-retail-sales/,actionforex.com,2020-08-14 13:01:00,"Sterling Firms Up in Subdued Trading, Dollar Yawns Retail Sales",en,sterling firms up in subdued trading dollar yawns retail sales,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/13/2078141/0/en/Mobile-CDN-Market-Global-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2020-2030.html,globenewswire.com,2020-08-13 17:25:00,"Mobile CDN Market – Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020–2030",en,mobile cdn market  global industry analysis size share growth trends and forecast 20202030,0.5859,Positive
SPORTS,https://www.thesun.co.uk/sport/football/12396512/bruno-fernandes-mason-greenwood-man-utd/,thesun.co.uk,2020-08-13 21:30:00,Bruno Fernandes lauds ‘quality’ Man Utd starlet Mason Greenwood… and warns teenager will only get better,en,bruno fernandes lauds quality man utd starlet mason greenwood and warns teenager will only get better,0.3612,Positive
TECHNOLOGY,https://www.kotaku.com.au/2020/08/the-second-fan-made-animal-crossing-quality-of-life-update-video-makes-my-heart-ache/,kotaku.com.au,2020-08-12 14:00:00,The Second Fan-Made Animal Crossing Quality-Of-Life Update Video Makes My Heart Ache,en,the second fanmade animal crossing qualityoflife update video makes my heart ache,-0.3818,Negative
TECHNOLOGY,https://micky.com.au/apple-iphone-sales-could-drastically-drop-in-china/,micky.com.au,2020-08-11 09:33:56,Apple iPhone sales could drastically drop in China,en,apple iphone sales could drastically drop in china,-0.2732,Negative
WORLD,https://www.thejakartapost.com/seasia/2020/08/05/thailand-plans-to-widen-medical-marijuana-production.html,thejakartapost.com,2020-08-05 00:00:00,Thailand plans to widen medical marijuana production - SE Asia,en,thailand plans to widen medical marijuana production  se asia,0.0,Neutral
BUSINESS,https://paultan.org/2020/08/07/toyota-reveals-q1-fy2021-results/,paultan.org,2020-08-07 06:00:13,"Toyota reveals Q1 FY2021 results - 31.8% decline in sales, operating profit down 98.1% from Q1 FY2020",en,toyota reveals q1 fy2021 results  318 decline in sales operating profit down 981 from q1 fy2020,0.4404,Positive
BUSINESS,https://finance.yahoo.com/news/global-distribution-voltage-regulators-industry-084300435.html,finance.yahoo.com,2020-08-11 08:43:00,Global Distribution Voltage Regulators Industry,en,global distribution voltage regulators industry,0.0,Neutral
TECHNOLOGY,https://hexus.net/gaming/news/industry/144859-ea-access-origin-access-merged-ea-play/,hexus.net,2020-08-17 12:11:00,EA Access and Origin Access merged into EA Play - Industry - News,en,ea access and origin access merged into ea play  industry  news,0.34,Positive
BUSINESS,https://www.reuters.com/article/us-china-economy-activity/china-july-industrial-output-rises-4-8-year-on-year-retail-sales-down-1-1-idUSKCN25A07A,reuters.com,2020-08-14 02:07:00,China July industrial output rises 4.8% year-on-year; retail sales down 1.1%,en,china july industrial output rises 48 yearonyear retail sales down 11,0.0,Neutral
BUSINESS,https://gnghockey.com/2020/08/11/global-contact-adhesive-market-industry-analysis-and-forecast-2019-2026-_-by-resin-type-by-technology-by-end-use-industry-and-by-geography/,gnghockey.com,2020-08-11 11:13:19,"Global Contact Adhesive Market – Industry Analysis and Forecast (2019-2026) _ by Resin Type, by Technology, by End-use Industry and by Geography",en,global contact adhesive market  industry analysis and forecast 20192026  by resin type by technology by enduse industry and by geography,0.0,Neutral
BUSINESS,https://redandblackonline.com/coronaviruss-impact-on-echo-sounders-market-2020-global-industry-report-forecast-2026/,redandblackonline.com,2020-08-17 09:58:53,"Coronavirus's Impact On Echo Sounders Market 2020 – Global Industry Report, Forecast 2026",en,coronaviruss impact on echo sounders market 2020  global industry report forecast 2026,0.0,Neutral
TECHNOLOGY,https://news.sky.com/story/white-artificial-intelligence-risks-exacerbating-racial-inequality-study-suggests-12043491,news.sky.com,2020-08-06 12:35:40,"'White' artificial intelligence risks exacerbating racial inequality, study suggests",en,white artificial intelligence risks exacerbating racial inequality study suggests,0.25,Positive
BUSINESS,http://www.globenewswire.com/news-release/2020/08/11/2076152/0/en/1-5-Billion-Worldwide-Solid-State-Relays-Industry-to-2027-Impact-of-COVID-19-on-the-Market.html,globenewswire.com,2020-08-11 08:58:00,$1.5 Billion Worldwide Solid State Relays Industry to 2027 - Impact of COVID-19 on the Market,en,15 billion worldwide solid state relays industry to 2027  impact of covid19 on the market,0.1531,Positive
BUSINESS,http://www.globenewswire.com/news-release/2020/08/13/2077828/0/en/PVC-Foam-Sheet-Market-for-Structural-Composites-Global-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2020-2030.html,globenewswire.com,2020-08-13 11:45:00,"PVC Foam Sheet Market for Structural Composites - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020 - 2030",en,pvc foam sheet market for structural composites  global industry analysis size share growth trends and forecast 2020  2030,0.5859,Positive
NATION,https://www.timeslive.co.za/politics/2020-08-07-three-things-need-to-change-before-booze-and-tobacco-sales-can-be-allowed-zweli-mkhize/,timeslive.co.za,2020-08-07 09:57:00,Three things need to change before booze and tobacco sales can be allowed: Zweli Mkhize,en,three things need to change before booze and tobacco sales can be allowed zweli mkhize,0.0,Neutral
BUSINESS,https://bulletinline.com/2020/08/16/global-drugs-of-abuse-testing-devices-market-outlook-industry-analysis-size-share-growth-trends-and-forecast-2026/,bulletinline.com,2020-08-16 07:00:00,"Global Drugs of Abuse Testing Devices Market Outlook Industry Analysis, Size, Share, Growth, Trends and Forecast, 2026",en,global drugs of abuse testing devices market outlook industry analysis size share growth trends and forecast 2026,-0.1027,Negative
NATION,https://www.bbc.co.uk/news/uk-england-birmingham-53733241,bbc.co.uk,2020-08-11 14:07:48,Birmingham fire: Crews still at Tyseley plastics factory blaze,en,birmingham fire crews still at tyseley plastics factory blaze,-0.34,Negative
BUSINESS,https://www.marketwatch.com/story/lear-swings-to-loss-as-pandemic-shuts-down-car-production-but-revenue-tops-estimates-2020-08-04,marketwatch.com,2020-08-04 10:14:00,"Lear swings to loss as pandemic shuts down car production, but revenue tops estimates",en,lear swings to loss as pandemic shuts down car production but revenue tops estimates,0.5859,Positive
BUSINESS,https://ca.finance.yahoo.com/news/canadian-factory-activity-resumes-expansion-135826092.html,ca.finance.yahoo.com,2020-08-04 13:58:00,Canadian factory activity resumes expansion in July as economy reopens,en,canadian factory activity resumes expansion in july as economy reopens,0.0,Neutral
BUSINESS,https://www.spglobal.com/platts/en/market-insights/latest-news/natural-gas/081120-henry-hub-price-rally-stems-retreat-in-haynesville-drilling-and-production,spglobal.com,2020-08-11 20:50:00,Henry Hub price rally stems retreat in Haynesville drilling and production,en,henry hub price rally stems retreat in haynesville drilling and production,0.2023,Positive
NATION,https://www.stuff.co.nz/national/education/300073592/nz-international-student-sector-more-focus-on-quality-education-than-work-rights--cabinet-papers,stuff.co.nz,2020-08-04 01:07:00,NZ international student sector: More focus on quality education than work rights - Cabinet papers,en,nz international student sector more focus on quality education than work rights  cabinet papers,0.0,Neutral
BUSINESS,https://startupng.com.ng/uncategorized/8508/total-spend-management-software-market-size-industry-analysis-share-growth-trends-and-forecast-2020-2025/,startupng.com.ng,2020-08-14 13:29:00,"Total Spend Management Software Market Size – Industry Analysis, Share, Growth, Trends, and Forecast 2020-2025",en,total spend management software market size  industry analysis share growth trends and forecast 20202025,0.5859,Positive
BUSINESS,https://scientect.com/news/2550/covid-19-impact-on-2021-2026-glass-rotor-flowmeter-market-is-booming-worldwide-global-industry-size-growth-segments-revenue-manufacturers/,scientect.com,2020-08-11 17:06:00,"Covid-19 Impact on 2021-2026 Glass Rotor Flowmeter Market Is Booming Worldwide| Global Industry Size, Growth, Segments, Revenue, Manufacturers",en,covid19 impact on 20212026 glass rotor flowmeter market is booming worldwide global industry size growth segments revenue manufacturers,0.3818,Positive
BUSINESS,https://www.theedgemarkets.com/article/new-entrants-glove-industry-also-hit-news-russian-vaccine,theedgemarkets.com,2020-08-13 00:30:00,New entrants to glove industry also hit by news of Russian vaccine,en,new entrants to glove industry also hit by news of russian vaccine,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/14/2078716/0/en/Audio-and-Video-Editing-Software-Market-Global-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2020-2030.html,globenewswire.com,2020-08-14 14:23:00,"Audio and Video Editing Software Market - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020 - 2030",en,audio and video editing software market  global industry analysis size share growth trends and forecast 2020  2030,0.5859,Positive
BUSINESS,https://www.prnewswire.com/news-releases/worldwide-outlook-on-the-aluminium-alloy-wire-industry-to-2025-301109036.html,prnewswire.com,2020-08-10 14:45:00,Worldwide Outlook on the Aluminium Alloy Wire Industry to 2025,en,worldwide outlook on the aluminium alloy wire industry to 2025,0.0,Neutral
BUSINESS,https://redandblackonline.com/service-fulfillment-market-with-covid-19-impact-analysis-in-depth-analysis-global-market-share-top-trends-professional-technical-industry-insights-2020-2025/,redandblackonline.com,2020-08-14 09:01:57,"Service Fulfillment Market with (Covid-19) Impact Analysis: In-depth Analysis, Global Market Share, Top Trends, Professional & Technical Industry Insights 2020 – 2025",en,service fulfillment market with covid19 impact analysis indepth analysis global market share top trends professional  technical industry insights 2020  2025,0.4588,Positive
BUSINESS,https://www.aeresearch.net/electric-heater-market-269246,aeresearch.net,2020-08-10 15:43:40,Electric Heater Market Growth and key Industry Players 2021 Analysis and Foreca,en,electric heater market growth and key industry players 2021 analysis and foreca,0.3818,Positive
NATION,https://www.nst.com.my/business/2020/08/615864/inix-buys-factory-kingmaker-medical-rubber-glove-sector,nst.com.my,2020-08-11 14:12:42,"Inix buys factory from ""kingmaker"" of medical rubber glove sector",en,inix buys factory from kingmaker of medical rubber glove sector,0.0,Neutral
NATION,https://neweralive.na/posts/industry-loop-annoying-af,neweralive.na,2020-08-07 10:31:19,Industry Loop - Annoying AF!!,en,industry loop  annoying af,-0.4019,Negative
HEALTH,https://in.reuters.com/article/us-health-coronavirus-science/new-clues-on-virus-reproduction-mystery-non-covid-vaccines-may-help-idINKCN2532S7,in.reuters.com,2020-08-07 18:25:00,New clues on virus reproduction mystery; non-COVID vaccines may help,en,new clues on virus reproduction mystery noncovid vaccines may help,0.4019,Positive
BUSINESS,https://finance.yahoo.com/news/global-egg-powder-industry-072300155.html,finance.yahoo.com,2020-08-11 07:23:00,Global Egg Powder Industry,en,global egg powder industry,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/17/2079324/0/en/Worldwide-Application-Container-Industry-to-2024-The-Rapid-Adoption-of-Public-Cloud-is-Driving-Growth.html,globenewswire.com,2020-08-17 13:48:00,Worldwide Application Container Industry to 2024 - The Rapid Adoption of Public Cloud is Driving Growth,en,worldwide application container industry to 2024  the rapid adoption of public cloud is driving growth,0.3818,Positive
BUSINESS,https://www.aeresearch.net/low-pressure-die-casting-machines-market-263498,aeresearch.net,2020-08-04 03:19:05,"Low-pressure Die Casting Machines Market: Industry Demands, Top Key Players, In",en,lowpressure die casting machines market industry demands top key players in,-0.4767,Negative
TECHNOLOGY,https://www.marketwatch.com/story/nvidia-data-center-sales-expected-to-surpass-gaming-for-first-time-2020-08-14?mod=mw_latestnews,marketwatch.com,2020-08-14 18:59:00,Nvidia data-center sales expected to surpass gaming for first time,en,nvidia datacenter sales expected to surpass gaming for first time,0.0,Neutral
BUSINESS,https://finance.yahoo.com/news/global-dtc-dna-test-kits-091300866.html,finance.yahoo.com,2020-08-14 09:13:00,"Global DTC DNA Test Kits Industry Outlook, 2025 - Demand for Ancestry Testing Expected to Increase",en,global dtc dna test kits industry outlook 2025  demand for ancestry testing expected to increase,0.2023,Positive
BUSINESS,http://www.digitaljournal.com/pr/4776434,digitaljournal.com,2020-08-17 15:39:00,Worldwide Music Streaming Subscription Industry (2020 to 2024) - Surging Disposable Income Presents Opportunities - ResearchAndMarkets.com - Press Release,en,worldwide music streaming subscription industry 2020 to 2024  surging disposable income presents opportunities  researchandmarketscom  press release,0.3818,Positive
HEALTH,https://www.reuters.com/article/us-health-coronavirus-indonesia-vaccine/indonesia-eyes-production-of-250-million-doses-a-year-of-coronavirus-vaccine-idUSKCN2501QW,reuters.com,2020-08-04 13:36:00,Indonesia eyes production of 250 million doses a year of coronavirus vaccine,en,indonesia eyes production of 250 million doses a year of coronavirus vaccine,0.0,Neutral
WORLD,https://www.reuters.com/article/us-thailand-cannabis/thailand-plans-to-widen-medical-marijuana-production-idUSKCN2501EG,reuters.com,2020-08-04 10:53:00,Thailand plans to widen medical marijuana production,en,thailand plans to widen medical marijuana production,0.0,Neutral
BUSINESS,https://bulletinline.com/2020/08/08/single-use-plastic-product-market-demand-status-with-industry-growth-2020-top-manufacturers-trends-market-size-and-global-share-and-forecast-to-2026/,bulletinline.com,2020-08-08 15:23:00,"Single-use Plastic Product Market Demand Status with Industry Growth 2020 Top Manufacturers, Trends, Market Size and Global Share and Forecast to 2026",en,singleuse plastic product market demand status with industry growth 2020 top manufacturers trends market size and global share and forecast to 2026,0.6249,Positive
ENTERTAINMENT,https://theconversation.com/movie-theaters-are-on-life-support-how-will-the-film-industry-adapt-143877,theconversation.com,2020-08-12 11:59:00,Movie theaters are on life support – how will the film industry adapt?,en,movie theaters are on life support  how will the film industry adapt,0.4019,Positive
WORLD,https://www.channelnewsasia.com/news/asia/tourism-covid-19-thailand-indonesia-malaysia-12999590,channelnewsasia.com,2020-08-07 22:14:40,Staycations and weekend getaways: Can domestic travel spark a revival of Southeast Asia's tourism industry?,en,staycations and weekend getaways can domestic travel spark a revival of southeast asias tourism industry,0.2263,Positive
BUSINESS,https://gnghockey.com/2020/08/14/technical-coil-coatings-market-industry-size-market-share-manufacturers-and-forecast-till-2027/,gnghockey.com,2020-08-14 10:14:06,"Technical Coil Coatings Market Industry Size, Market Share, Manufacturers, And Forecast Till 2027",en,technical coil coatings market industry size market share manufacturers and forecast till 2027,0.296,Positive
BUSINESS,https://www.businesswire.com/news/home/20200810005529/en/Worldwide-Automotive-Robotics-Industry-2024---Featuring,businesswire.com,2020-08-10 15:38:00,"Worldwide Automotive Robotics Industry to 2024 - Featuring ABB, Kuka and Fanuc Among Others - ResearchAndMarkets.com",en,worldwide automotive robotics industry to 2024  featuring abb kuka and fanuc among others  researchandmarketscom,0.0,Neutral
HEALTH,https://www.devdiscourse.com/article/health/1161346-covid-science-new-clues-on-virus-reproduction-mystery-non-covid-vaccines-may-help,devdiscourse.com,2020-08-07 18:06:49,COVID SCIENCE-New clues on virus reproduction mystery; non-COVID vaccines may help,en,covid sciencenew clues on virus reproduction mystery noncovid vaccines may help,0.4019,Positive
BUSINESS,https://www.economist.com/business/2020/08/08/the-trucking-industry-is-in-the-midst-of-upheaval-and-hype,economist.com,2020-08-06 15:51:13,The trucking industry is in the midst of upheaval—and hype,en,the trucking industry is in the midst of upheavaland hype,0.0,Neutral
TECHNOLOGY,https://www.pocketgamer.biz/asia/news/74135/nintendo-digital-sales-outweigh-physical-q1-fy21/,pocketgamer.biz,2020-08-07 15:55:00,Digital sales made up 55.6 per cent of Nintendo's software revenue in Q1 FY21,en,digital sales made up 556 per cent of nintendos software revenue in q1 fy21,0.0,Neutral
TECHNOLOGY,https://gadgets-africa.com/2020/08/04/tablets-sales-surge-q2-2020/,gadgets-africa.com,2020-08-04 08:52:22,Tablet PC Sales Unexplainably Go Up Around The World,en,tablet pc sales unexplainably go up around the world,0.0,Neutral
BUSINESS,https://galusaustralis.com/2020/08/787284/global-inflators-market-2020-research-report-with-covid-19-impact-by-future-trend-growth-rate-and-industry-analysis-to-2025/,galusaustralis.com,2020-08-03 16:08:25,"Global Inflators Market 2020 Research Report with COVID-19 Impact, by Future Trend, Growth rate and Industry Analysis to 2025",en,global inflators market 2020 research report with covid19 impact by future trend growth rate and industry analysis to 2025,0.3818,Positive
SCIENCE,https://mensgear.net/ford-mustang-mach-e-1400/,mensgear.net,2020-08-09 14:00:26,This Ford Mustang Mach-E 1400 makes us wish it was a production vehicle,en,this ford mustang mache 1400 makes us wish it was a production vehicle,0.4019,Positive
BUSINESS,https://www.theedgemarkets.com/article/unisem-2q-net-profit-jumps-twofold-rm3395m-higher-sales-forex-gains,theedgemarkets.com,2020-08-03 05:51:49,"Unisem 2Q net profit jumps twofold to RM33.95m on higher sales, forex gains",en,unisem 2q net profit jumps twofold to rm3395m on higher sales forex gains,0.6486,Positive
WORLD,http://www.daijiworld.com/news/newsDisplay.aspx?newsID=741738,daijiworld.com,2020-08-17 10:17:44,"Don't work in silos, form symbiotic relation with industry: V-P",en,dont work in silos form symbiotic relation with industry vp,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/18/2079598/0/en/Global-Polyester-Staple-Fibers-PSF-Industry.html,globenewswire.com,2020-08-18 03:52:00,Global Polyester Staple Fibers (PSF) Industry,en,global polyester staple fibers psf industry,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/07/2075174/0/en/Global-Fatty-Alcohols-Industry-Assessment-2020-2025-Impact-of-COVID-19-on-the-Supply-Chain.html,globenewswire.com,2020-08-07 17:48:00,Global Fatty Alcohols Industry Assessment 2020-2025: Impact of COVID-19 on the Supply Chain,en,global fatty alcohols industry assessment 20202025 impact of covid19 on the supply chain,0.0,Neutral
BUSINESS,https://dailyhover.com/subsea-pipeline-jumpers-market-2020-technological-innovation/,dailyhover.com,2020-08-10 20:48:52,"Subsea Pipeline Jumpers Market 2020| Industry Size, Trends, Technological Innovation & Forecast to 2026",en,subsea pipeline jumpers market 2020 industry size trends technological innovation  forecast to 2026,0.3818,Positive
BUSINESS,https://news.sky.com/story/diners-making-a-meal-of-eat-out-to-help-out-drive-up-sales-by-a-third-12048625,news.sky.com,2020-08-13 18:11:15,Coronavirus: Restaurants enjoy surge in sales as diners take advantage of Eat Out to Help Out scheme,en,coronavirus restaurants enjoy surge in sales as diners take advantage of eat out to help out scheme,0.7845,Positive
BUSINESS,https://sg.finance.yahoo.com/news/a-fifth-billionaire-emerges-from-malaysias-glovemaking-industry-but-the-bloom-may-fade-014910259.html,sg.finance.yahoo.com,2020-08-17 02:26:15,A fifth billionaire emerges from Malaysia’s glove-making industry. But the bloom may fade,en,a fifth billionaire emerges from malaysias glovemaking industry but the bloom may fade,0.0,Neutral
BUSINESS,https://insideevs.com/news/437156/world-top-ev-automotive-groups-sales-h1-2020/,insideevs.com,2020-08-03 14:16:58,World’s Top 5 Plug-In EV Automotive Groups Ranked By Sales In H1 2020,en,worlds top 5 plugin ev automotive groups ranked by sales in h1 2020,0.2023,Positive
BUSINESS,https://www.theguardian.com/fashion/2020/aug/08/flip-flop-sales-surge-as-casual-and-comfortable-fashion-wins-lockdown,theguardian.com,2020-08-08 08:00:00,Flip-flop sales surge as casual and comfortable fashion wins lockdown,en,flipflop sales surge as casual and comfortable fashion wins lockdown,0.8316,Positive
TECHNOLOGY,https://www.fool.com/investing/2020/08/09/roku-investors-should-ignore-bleak-outlook.aspx,fool.com,2020-08-09 13:40:00,Roku Investors Should Ignore Management's Bleak Industry Outlook,en,roku investors should ignore managements bleak industry outlook,-0.3612,Negative
TECHNOLOGY,https://technave.com/gadget/HUAWEI-sets-to-offer-cheaper-LiDAR-sensors-to-automobile-industry-19822.html,technave.com,2020-08-13 12:13:06,HUAWEI sets to offer cheaper LiDAR sensors to automobile industry,en,huawei sets to offer cheaper lidar sensors to automobile industry,0.0,Neutral
NATION,https://www.enca.com/life/local-tours-bring-some-relief-sa-safari-industry,enca.com,2020-08-08 13:31:25,Local tours bring some relief to SA safari industry,en,local tours bring some relief to sa safari industry,0.4767,Positive
BUSINESS,https://www.prnewswire.com/ae/news-releases/air-quality-monitoring-equipment-sales-set-to-rebound-after-covid-19-induced-blip-future-market-insights-840078201.html,prnewswire.com,2020-08-06 14:30:00,"Air Quality Monitoring Equipment Sales Set to Rebound after COVID-19-induced Blip, Future Market Insights",en,air quality monitoring equipment sales set to rebound after covid19induced blip future market insights,0.0,Neutral
BUSINESS,https://www.thedrinksbusiness.com/2020/08/heineken-ceo-pub-sales-wont-recover-until-there-is-a-vaccine/,thedrinksbusiness.com,2020-08-04 11:07:16,Heineken CEO says pub sales won't recover 'until there is a vaccine',en,heineken ceo says pub sales wont recover until there is a vaccine,0.0,Neutral
BUSINESS,https://www.fool.com/investing/2020/08/16/1-major-problem-for-the-marijuana-industry/,fool.com,2020-08-16 12:14:00,1 Major Problem for the Marijuana Industry,en,1 major problem for the marijuana industry,-0.4019,Negative
BUSINESS,https://www.globenewswire.com/news-release/2020/08/06/2073843/0/en/Global-Grow-Lights-Industry.html,globenewswire.com,2020-08-06 04:33:00,Global Grow Lights Industry,en,global grow lights industry,0.0,Neutral
BUSINESS,https://www.cuereport.com/offline-standby-ups-industry-market-34805/,cuereport.com,2020-08-14 03:06:52,"Offline & Standby Ups Industry Market Comprehensive Analysis, Share, Growth Forecast from 2020 to 2025",en,offline  standby ups industry market comprehensive analysis share growth forecast from 2020 to 2025,0.6486,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/13/2077835/0/en/MPX-International-s-Wholly-Owned-Subsidiary-Canveda-Inc-Enters-Into-an-Agreement-for-the-Manufacturing-and-Distribution-of-Cannabis-Products-in-Israel.html,globenewswire.com,2020-08-13 11:58:00,"MPX International's Wholly-Owned Subsidiary, Canveda Inc., Enters Into an Agreement for the Manufacturing and Distribution of Cannabis Products in Israel",en,mpx internationals whollyowned subsidiary canveda inc enters into an agreement for the manufacturing and distribution of cannabis products in israel,0.4939,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/07/2075000/0/en/Global-Fume-Hood-Monitors-Industry.html,globenewswire.com,2020-08-07 12:40:00,Global Fume Hood Monitors Industry,en,global fume hood monitors industry,-0.296,Negative
BUSINESS,https://www.aeresearch.net/fiber-optic-test-instruments-market-270361,aeresearch.net,2020-08-11 21:10:16,"Fiber Optic Test Instruments Market Analysis Report by Product Type, Industry A",en,fiber optic test instruments market analysis report by product type industry a,0.0,Neutral
TECHNOLOGY,https://www.sammobile.com/news/samsung-move-part-smartphone-production-india/,sammobile.com,2020-08-17 05:00:20,Samsung could move major part of smartphone production to India,en,samsung could move major part of smartphone production to india,0.0,Neutral
SPORTS,https://www.news24.com/sport/cricket/proteas/csa-commits-to-global-fight-for-gender-equality-20200809,news24.com,2020-08-09 08:49:51,CSA commits to global fight for gender equality,en,csa commits to global fight for gender equality,-0.3612,Negative
BUSINESS,https://auto.hindustantimes.com/auto/cars/hyundai-creta-completes-journey-of-500-000-units-in-domestic-sales-41597122808604.html,auto.hindustantimes.com,2020-08-11 05:23:36,"Hyundai Creta completes journey of 500,000 units in domestic sales",en,hyundai creta completes journey of 500000 units in domestic sales,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/14/2078687/0/en/Balsa-Core-Materials-Market-for-Structural-Composites-Global-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2020-2030.html,globenewswire.com,2020-08-14 13:43:00,"Balsa Core Materials Market for Structural Composites - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020 - 2030",en,balsa core materials market for structural composites  global industry analysis size share growth trends and forecast 2020  2030,0.5859,Positive
BUSINESS,https://www.theedgemarkets.com/article/current-palm-oil-price-enables-industry-growers-generate-higher-revenue,theedgemarkets.com,2020-08-10 04:05:01,"Current palm oil price enables industry, growers to generate higher revenue",en,current palm oil price enables industry growers to generate higher revenue,0.0,Neutral
ENTERTAINMENT,https://www.imore.com/apple-inks-first-look-deal-leonardo-dicaprios-production-company,imore.com,2020-08-03 23:29:09,Apple inks first-look deal with Leonardo DiCaprio's production company,en,apple inks firstlook deal with leonardo dicaprios production company,0.0,Neutral
BUSINESS,https://jewishlifenews.com/uncategorized/global-and-asia-pacific-hiking-trail-footwear-market-research-report-2020-coronavirus-efect-on-industry-and-companies-brooks-salomon-asics-new-balance-saucony/,jewishlifenews.com,2020-08-06 08:46:00,"Global and Asia Pacific Hiking Trail Footwear Market Research Report 2020 CoronaVirus Efect on Industry and Companies, Brooks, Salomon, Asics, New Balance, Saucony",en,global and asia pacific hiking trail footwear market research report 2020 coronavirus efect on industry and companies brooks salomon asics new balance saucony,0.0,Neutral
BUSINESS,https://newsbrok.com/uncategorized/15183/mobile-messaging-apps-market-analysis-and-value-forecast-snapshot-by-end-use-industry-2019-2025/,newsbrok.com,2020-08-14 17:13:35,Mobile Messaging Apps Market Analysis and Value Forecast Snapshot by End-use Industry 2019-2025,en,mobile messaging apps market analysis and value forecast snapshot by enduse industry 20192025,0.34,Positive
BUSINESS,https://gadgets.ndtv.com/mobiles/features/amazon-prime-day-2020-flipkart-sale-today-top-deals-previewed-so-far-mobiles-electronics-2274427,gadgets.ndtv.com,2020-08-05 06:19:00,"Amazon, Flipkart Sales Start Tonight: Upcoming Deals on Mobile Phones, Electronics",en,amazon flipkart sales start tonight upcoming deals on mobile phones electronics,0.1779,Positive
HEALTH,https://sg.news.yahoo.com/scientists-map-body-wide-production-063200882.html,sg.news.yahoo.com,2020-08-06 06:39:39,Scientists Map Body-wide Production of Protein with 'Important Role' in Covid-19,en,scientists map bodywide production of protein with important role in covid19,0.2023,Positive
BUSINESS,https://www.npr.org/sections/coronavirus-live-updates/2020/08/14/901663621/midsummer-shopping-okay-despite-covid-spikes-july-retail-sales-rise-1-2,npr.org,2020-08-14 12:53:01,Retail Sales In July Rise 1.2% To Pre-Pandemic Levels : Coronavirus Live Updates,en,retail sales in july rise 12 to prepandemic levels  coronavirus live updates,0.0,Neutral
HEALTH,http://www.xinhuanet.com/english/2020-08/14/c_139288664.htm,xinhuanet.com,2020-08-13 16:25:50,1st LD: Nearly 300 people test positive for coronavirus at sandwich factory in England | English.news.cn,en,1st ld nearly 300 people test positive for coronavirus at sandwich factory in england  englishnewscn,0.5574,Positive
NATION,https://www.express.co.uk/news/uk/1320668/Brexit-news-fisheries-deal-EU-UK-trade-talks-fishing-industry-latest,express.co.uk,2020-08-09 17:12:00,Brexit fisheries deal with EU in 'balance' as UK bids to become the world's best industry,en,brexit fisheries deal with eu in balance as uk bids to become the worlds best industry,0.6369,Positive
NATION,https://news.thevoicebw.com/starving-industry-seeks-crumbs-of-comfort/,news.thevoicebw.com,2020-08-11 04:41:15,Starving industry seeks crumbs of comfort ⋆ TheVoiceBW,en,starving industry seeks crumbs of comfort  thevoicebw,-0.0772,Neutral
